origin_date,scenario_id,target,horizon,location,race_ethnicity,output_type,output_type_id,value,run_grouping,stochastic_run
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,84.75983179786006,12,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,69.32001023747986,12,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,51.02875390165103,12,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,32.74830690979187,12,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,17.80280847602414,12,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,8.066317499738972,12,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,3.0583141153861937,12,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,0.9853205091782131,12,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,0.28212375329542905,12,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,53.99789117737939,13,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,65.71138765113105,13,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,82.64783649409222,13,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,105.97653822586457,13,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,135.66402583527847,13,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,171.1751918194962,13,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,210.33136829573453,13,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,248.3502110847898,13,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,280.886709835027,13,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,299.4742411719521,13,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,296.1719437921499,13,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,269.6019747412547,13,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,224.6521541359723,13,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,168.29136438415122,13,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,109.87484125411854,13,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,60.82130742445241,13,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,28.117618036223526,13,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,10.905386344031815,13,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,3.6030720096026716,13,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,1.0603094667179955,13,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,40.32522917924916,14,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,44.79976912642334,14,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,51.49556856092167,14,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,60.46978446692424,14,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,71.08317035400792,14,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,82.63158427734994,14,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,93.92656753075576,14,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,103.12882186994017,14,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,109.03688131108717,14,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,109.412625735785,14,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,102.53993039148489,14,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,88.96307767520373,14,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,71.0351525507497,14,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,51.27149142859258,14,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,32.42690468652796,14,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,17.466622023775212,14,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,7.885371863753037,14,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,2.9953420831703834,14,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,0.9714702703381509,14,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,0.28096909864697284,14,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,35.60227558202563,15,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,40.4804553777613,15,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,48.43893392934658,15,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,59.55440225077869,15,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,73.36987545342042,15,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,89.27578156363697,15,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,105.94688342048548,15,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,121.00327233489162,15,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,132.55265413924624,15,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,137.1737024655938,15,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,132.04326450268243,15,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,117.37056585765677,15,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,95.89177419227148,15,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,70.77024030684835,15,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,45.747722496844034,15,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,25.190317890505128,15,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,11.632593806469313,15,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,4.522251245047069,15,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,1.5009909527818464,15,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,0.44411031641996274,15,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,34.95895243303424,16,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,41.927452558141994,16,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,52.61842753057379,16,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,67.64319069684349,16,1
